Gene,Pathway,Tissue,GDR,Mutation,D1,D2,D3,D4,D5,D6
G23167,Pathway4,Brain,Noevidence,11180,1.5,7.33,4.53,7.29,62,56
G26427,Pathway3,Skin,Noevidence,15955,2.01,8.03,5,8.01,62.3,58
G36246,Pathway2,Liver,Noevidence,935,0.41,4.76,2.95,4.78,61.8,57
G5490,Pathway3,Liver,Noevidence,3841,0.83,6.04,3.73,6.07,61.6,58
G51107,Pathway5,Liver,Moderate,2337,0.73,5.65,3.59,5.7,63.1,57.3
G46202,Pathway5,Kidney,Limited,1749,0.51,5.12,3.1,5.08,60.8,61
G15507,Pathway3,Liver,Definitive,6210,1,6.24,4.08,6.33,64.9,52
G12345,Pathway3,Liver,Definitive,5226,1.01,6.28,4.02,6.18,64.5,58
G7190,Pathway3,Skin,Moderate,4187,1.01,6.37,3.99,6.42,62.4,58
G30884,Pathway2,Brain,Noevidence,743,0.33,4.43,2.76,4.41,62.4,56
G26745,Pathway7,Lung,Noevidence,16538,3.01,8.99,5.86,8.93,65.4,60
G45496,Pathway3,Breast,Noevidence,1679,0.5,5.07,3.18,5.11,62.5,52.4
G3611,Pathway3,Brain,Strong,3427,0.9,6.08,3.89,6.01,64.3,57
G25020,Pathway4,Skin,Moderate,13554,2.02,7.96,4.99,7.82,63.2,54
G26744,Pathway7,Liver,Moderate,16533,2.44,8.75,5.28,8.83,60.1,59
G29084,Pathway4,Brain,Limited,689,0.36,4.57,2.82,4.55,61.8,59
G406,Pathway2,Breast,Moderate,555,0.29,4.28,2.66,4.33,61.9,55
G28628,Pathway2,Breast,Moderate,434,0.28,4.16,2.63,4.21,62.8,60
G36501,Pathway4,Blood,Moderate,945,0.41,4.68,2.97,4.73,63.1,57
G32471,Pathway3,Brain,Definitive,794,0.45,5.08,2.91,4.98,57.9,66
G15569,Pathway3,Liver,Limited,6244,1.01,6.34,3.97,6.4,62.3,58
G53477,Pathway1,Brain,Moderate,2681,0.71,5.65,3.58,5.68,63.2,58
G25183,Pathway4,Liver,Limited,13768,1.52,7.26,4.55,7.22,62.8,60
G40213,Pathway1,Brain,Noevidence,1122,0.41,4.78,2.94,4.73,61.8,56
G49067,Pathway2,Brain,Noevidence,2058,0.7,5.71,3.52,5.68,61.8,57
G18606,Pathway4,Breast,Noevidence,7589,1.06,6.55,4.03,6.58,61.4,56
G45699,Pathway6,Blood,Noevidence,1698,0.59,5.4,3.34,5.45,61.6,55
G28062,Pathway2,Brain,Noevidence,660,0.31,4.37,2.7,4.41,61.5,55
G2222,Pathway7,Liver,Moderate,3145,0.9,6.12,3.88,6.1,63.5,56
G36225,Pathway2,Breast,Limited,933,0.36,4.6,2.82,4.57,61.5,59
G29104,Pathway5,Liver,Noevidence,689,0.34,4.53,2.8,4.48,62.2,56
G41237,Pathway2,Lymphnode,Noevidence,1207,0.33,4.45,2.74,4.41,61.9,57
G37487,Pathway2,Liver,Limited,984,0.35,4.49,2.78,4.46,62.1,59
G26821,Pathway3,Kidney,Moderate,16716,1.51,7.3,4.54,7.36,61.9,58
G41154,Pathway1,Breast,Moderate,1199,0.43,4.82,2.97,4.88,61.2,58
G39005,Pathway5,Kidney,Noevidence,1055,0.42,4.82,2.98,4.79,62,57
G20500,Pathway6,Liver,Noevidence,8831,1.55,7.35,4.62,7.41,62.6,56
G51953,Pathway2,Kidney,Moderate,2442,0.56,5.31,3.24,5.36,60.7,57
G23869,Pathway3,Skin,Limited,11962,2.02,8.2,4.98,8.13,61,59
G28668,Pathway2,Brain,Noevidence,677,0.39,4.75,2.89,4.79,60.6,57
G20056,Pathway3,Liver,Moderate,625,0.31,4.32,2.66,4.34,61.4,62
G50311,Pathway2,Skin,Strong,2239,0.7,5.89,3.39,5.85,57.8,61
G36999,Pathway3,Kidney,Moderate,965,0.39,4.7,2.91,4.74,61.7,56
G30735,Pathway4,Brain,Strong,739,0.41,4.67,3.01,4.71,64.2,57
G38723,Pathway5,Blood,Limited,1043,0.41,4.79,2.91,4.85,60.4,58
G23293,Pathway6,Breast,Definitive,11322,2,8.26,4.8,8.15,58.5,68
G46985,Pathway1,Brain,Noevidence,1816,0.59,5.37,3.33,5.4,61.8,56
G39790,Pathway1,Breast,Noevidence,1095,0.39,4.71,2.86,4.77,60.3,56
G331,Pathway2,Brain,Moderate,2803,0.74,5.74,3.66,5.79,63.5,56
G2179,Pathway4,Liver,Limited,3136,0.8,6.09,3.6,6,59.6,59
G15222,Pathway3,Skin,Noevidence,6111,1.24,6.91,4.25,6.86,61.7,57
G8009,Pathway5,Breast,Moderate,4328,0.9,6.08,3.82,6.14,62.5,58
G46143,Pathway1,Brain,Moderate,1746,0.56,5.21,3.29,5.24,63,58
G12255,Pathway1,Skin,Limited,5206,1.01,6.57,3.89,6.54,59.3,59
G37465,Pathway4,Breast,Noevidence,984,0.42,4.85,2.97,4.82,61.4,56
G43640,Pathway3,Liver,Limited,1433,0.5,5.13,3.1,5.1,60.6,61
G32667,Pathway4,Breast,Noevidence,802,0.31,4.43,2.69,4.39,61,55
G16630,Pathway3,Liver,Moderate,6649,1.01,6.5,3.96,6.56,60.6,55
G38404,Pathway5,Blood,Noevidence,1024,0.35,4.54,2.79,4.53,61.5,57
G1846,Pathway2,Breast,Moderate,3063,0.7,5.64,3.54,5.68,62.5,56
G2195,Pathway2,Skin,Moderate,3139,0.9,6.16,3.76,6.22,60.7,61
G8847,Pathway3,Brain,Limited,4480,0.96,6.39,3.86,6.35,60.6,62
G9387,Pathway1,Brain,Strong,589,0.32,4.37,2.77,4.38,63.3,57
G43882,Pathway6,Breast,Noevidence,1452,0.54,5.2,3.25,5.24,62.3,57
G36860,Pathway2,Liver,Noevidence,958,0.42,4.77,2.96,4.81,61.8,57
G34355,Pathway3,Breast,Moderate,863,0.37,4.68,2.75,4.71,58.6,65
G30687,Pathway4,Brain,Strong,737,0.42,4.77,3.02,4.79,63.2,57
G28633,Pathway5,Brain,Noevidence,434,0.32,4.41,2.72,4.43,61.5,55
G15054,Pathway4,Breast,Moderate,605,0.3,4.22,2.64,4.24,62.4,58
G49549,Pathway3,Skin,Moderate,2129,0.71,5.82,3.48,5.87,59.5,58
G36544,Pathway3,Brain,Noevidence,945,0.4,4.7,2.95,4.68,62.9,57
G24974,Pathway3,Liver,Limited,13474,1.51,7.25,4.54,7.34,62.2,60
G36272,Pathway4,Brain,Noevidence,477,0.3,4.29,2.68,4.31,62.3,56
G34341,Pathway2,Blood,Noevidence,862,0.3,4.28,2.66,4.3,62,58
G13402,Pathway4,Breast,Moderate,602,0.32,4.41,2.71,4.45,61.2,62
G10734,Pathway6,Liver,Limited,594,0.33,4.46,2.75,4.41,62,60
G33788,Pathway6,Blood,Limited,842,0.4,4.76,2.9,4.78,60.8,58
G24073,Pathway7,Skin,Moderate,12215,2.21,8.37,5.1,8.45,60.6,62
G9863,Pathway7,Brain,Noevidence,4678,1.19,6.8,4.21,6.77,62,56
G3597,Pathway4,Skin,Strong,3424,1.09,6.82,3.89,6.75,57.4,61
G7437,Pathway3,Liver,Limited,4229,0.9,6.13,3.84,6.11,62.7,54
G5890,Pathway2,Liver,Noevidence,3930,0.8,6.01,3.67,6.05,60.9,57
G40688,Pathway3,Skin,Definitive,1156,0.5,5.07,3.09,5.04,61.1,67
G17349,Pathway5,Kidney,Noevidence,6962,1.11,6.67,4.08,6.63,61.4,57
G21485,Pathway2,Skin,Limited,9580,1.76,7.7,4.74,7.62,62.1,58
G32871,Pathway4,Liver,Noevidence,809,0.37,4.65,2.82,4.68,60.5,56
G24985,Pathway4,Skin,Noevidence,13498,2.01,7.98,5,7.9,63,56
G38104,Pathway2,Liver,Limited,1013,0.36,4.59,2.8,4.55,61.3,60
G8233,Pathway3,Brain,Limited,4373,0.93,6.18,3.86,6.22,62.3,58
G34109,Pathway1,Blood,Noevidence,853,0.3,4.31,2.68,4.32,62.1,56
G7040,Pathway3,Skin,Moderate,4162,1.02,6.49,3.93,6.53,60.4,60
G40349,Pathway4,Kidney,Noevidence,1129,0.43,4.86,3,4.84,61.9,55
G46908,Pathway5,Blood,Noevidence,1814,0.54,5.25,3.2,5.21,61.2,57
G25758,Pathway2,Liver,Limited,14709,1.51,7.36,4.59,7.4,62.2,59
G46889,Pathway7,Liver,Limited,1814,0.72,5.72,3.56,5.66,62.6,58
G18578,Pathway6,Liver,Strong,7577,1.51,7.24,4.6,7.18,63.8,57
G38869,Pathway3,Breast,Limited,1050,0.4,4.72,2.94,4.68,62.6,58
G42178,Pathway4,Lymphnode,Noevidence,1286,0.43,4.83,2.99,4.86,61.7,57
G21350,Pathway6,Brain,Moderate,9494,1.56,7.48,4.6,7.54,61.3,57
G5310,Pathway3,Skin,Limited,3803,0.9,6.31,3.7,6.26,58.9,59
G353,Pathway6,Brain,Definitive,2804,0.9,5.93,3.96,5.84,67.3,59
G20594,Pathway7,Brain,Noevidence,8900,1.72,7.66,4.74,7.62,62,57
G46918,Pathway7,Brain,Noevidence,1815,0.7,5.69,3.54,5.73,62,55
G33416,Pathway5,Kidney,Limited,828,0.32,4.48,2.69,4.45,60.2,60
G42243,Pathway1,Skin,Noevidence,1292,0.52,5.16,3.2,5.18,61.9,55
G44191,Pathway1,Brain,Noevidence,1569,0.51,5.1,3.15,5.12,61.6,56
G45459,Pathway2,Breast,Limited,1675,0.5,5.03,3.14,5.06,62.2,58
G22610,Pathway6,Liver,Noevidence,10662,1.7,7.7,4.69,7.66,61.1,57
G253,Pathway2,Kidney,Limited,2789,0.63,5.48,3.38,5.41,62.1,57
G5355,Pathway2,Skin,Moderate,3816,1.05,6.44,4.03,6.51,62.2,59
G10742,Pathway6,Brain,Moderate,4851,1.15,6.68,4.19,6.72,62.5,60
G18684,Pathway7,Brain,Noevidence,7640,1.57,7.5,4.64,7.46,62,56
G42975,Pathway2,Blood,Limited,1367,0.41,4.75,2.96,4.77,62.2,58
G41865,Pathway4,Lymphnode,Noevidence,1257,0.4,4.72,2.91,4.76,61.5,57
G43884,Pathway4,Blood,Noevidence,1453,0.46,4.98,3.04,5.03,60.7,57
G3507,Pathway2,Brain,Noevidence,3401,0.76,5.88,3.61,5.91,61.2,56
G24356,Pathway4,Brain,Noevidence,12618,2.03,8.04,5.05,7.99,63,56
G53012,Pathway1,Skin,Limited,2596,0.7,5.75,3.47,5.7,60.6,58
G13212,Pathway5,Brain,Noevidence,5457,1.01,6.37,4.01,6.42,62.7,56
G42817,Pathway2,Brain,Moderate,1354,0.5,5.09,3.1,5.13,60.7,61
G7759,Pathway3,Brain,Moderate,4282,1.03,6.41,4.02,6.45,62.5,59
G26193,Pathway6,Liver,Limited,15559,2.14,8.43,5,8.39,59.3,59
G1540,Pathway1,Brain,Moderate,3001,0.72,5.74,3.54,5.78,61.5,58
G7589,Pathway2,Brain,Strong,4256,1.01,6.36,4.04,6.31,63.8,60
G9890,Pathway3,Skin,Noevidence,4684,1.02,6.52,4.01,6.49,61.6,56
G52410,Pathway2,Skin,Noevidence,2511,0.71,5.62,3.66,5.56,65.5,55
G53933,Pathway2,Liver,Moderate,2757,0.7,5.71,3.47,5.76,60.5,59
G8583,Pathway3,Skin,Limited,4437,1.15,6.7,4.14,6.62,62.2,59
G34847,Pathway4,Kidney,Noevidence,878,0.3,4.32,2.71,4.3,62.9,55
G4546,Pathway4,Skin,Limited,3640,1,6.37,4,6.33,63,56
G28245,Pathway5,Kidney,Noevidence,666,0.33,4.41,2.73,4.44,61.7,56
G11096,Pathway3,Skin,Limited,4928,1.1,6.62,4.1,6.6,62,59
G17390,Pathway4,Brain,Noevidence,612,0.32,4.38,2.73,4.35,62.5,55
G11172,Pathway5,Breast,Limited,4950,1,6.43,4,6.4,62.4,58
G30925,Pathway2,Liver,Noevidence,745,0.34,4.45,2.79,4.47,62.6,57
G33965,Pathway1,Breast,Moderate,846,0.35,4.61,2.77,4.64,59.9,56
G35081,Pathway4,Kidney,Noevidence,886,0.39,4.67,2.91,4.7,62.1,56
G20305,Pathway5,Liver,Limited,8718,1.36,7.09,4.41,7.15,61.9,58
G47213,Pathway2,Liver,Noevidence,1838,0.59,5.35,3.34,5.39,62.2,58
G18200,Pathway6,Brain,Moderate,7387,1.46,7.13,4.5,7.21,62.8,57
G52573,Pathway5,Kidney,Limited,2536,0.7,5.88,3.43,5.78,58.8,58
G30990,Pathway5,Kidney,Limited,746,0.37,4.6,2.83,4.63,61.3,58
G26151,Pathway5,Breast,Limited,15460,1.78,7.83,4.75,7.96,60.2,59
G53865,Pathway3,Liver,Moderate,2744,0.7,5.64,3.56,5.69,62.8,57
G44798,Pathway4,Breast,Limited,1624,0.5,5.15,3.09,5.19,59.8,58
G43423,Pathway5,Liver,Limited,1414,0.57,5.4,3.21,5.29,60.1,61
G29516,Pathway4,Brain,Moderate,703,0.39,4.74,2.8,4.76,58.9,61
G24782,Pathway4,Liver,Noevidence,13153,1.52,7.38,4.56,7.45,61.5,56
G49268,Pathway6,Brain,Limited,2089,0.77,5.96,3.61,5.99,60.4,58
G37634,Pathway1,Brain,Limited,990,0.4,4.75,2.9,4.71,61.3,60
G50995,Pathway4,Liver,Limited,544,0.31,4.31,2.67,4.34,61.7,59
G28996,Pathway3,Liver,Limited,686,0.34,4.46,2.8,4.49,62.6,58
G12517,Pathway5,Liver,Moderate,5260,1.01,6.34,3.99,6.3,63.1,59
G43041,Pathway2,Brain,Limited,1374,0.5,5.07,3.18,5.03,63,61
G12629,Pathway3,Brain,Limited,5292,1,6.32,3.95,6.3,62.6,60
G28482,Pathway2,Brain,Moderate,672,0.32,4.37,2.75,4.34,63.1,56
G41625,Pathway5,Blood,Noevidence,504,0.24,3.99,2.46,4.02,61.5,55
G7531,Pathway3,Skin,Strong,4242,1.01,6.38,4.03,6.28,63.7,59
G22681,Pathway7,Kidney,Noevidence,629,0.38,4.68,2.88,4.7,61.4,56
G3109,Pathway3,Liver,Moderate,3323,0.71,5.7,3.6,5.72,63,54
G40098,Pathway4,Blood,Noevidence,1114,0.33,4.46,2.76,4.41,62.2,57
G17111,Pathway3,Liver,Moderate,6823,1.06,6.53,4.08,6.58,62.2,57
G48936,Pathway1,Skin,Limited,2043,0.72,5.88,3.46,5.83,59.1,58
G32659,Pathway5,Kidney,Moderate,802,0.31,4.32,2.73,4.29,63.4,56
G4686,Pathway2,Skin,Limited,3674,1.01,6.35,3.94,6.29,62.3,55
G50315,Pathway1,Skin,Limited,2239,0.7,5.67,3.56,5.64,63,56
G29911,Pathway4,Liver,Moderate,712,0.29,4.25,2.62,4.27,61.5,58
G38659,Pathway1,Brain,Limited,1040,0.42,4.83,2.94,4.79,61.1,60
G12406,Pathway2,Brain,Noevidence,5234,1.03,6.42,4.01,6.48,62.2,57
G9305,Pathway3,Skin,Limited,4573,1.07,6.58,4.09,6.53,62.4,57
G1460,Pathway2,Liver,Noevidence,2979,0.7,5.74,3.53,5.71,61.7,56
G12227,Pathway6,Skin,Strong,5197,1.25,6.83,4.34,6.87,63.3,55.8
G26529,Pathway6,Skin,Noevidence,16187,2.28,8.41,5.27,8.34,62.9,57
G46455,Pathway1,Liver,Noevidence,1774,0.52,5.13,3.2,5.17,62.1,57
G40467,Pathway1,Blood,Noevidence,1140,0.32,4.39,2.71,4.36,61.9,56
G40539,Pathway4,Lymphnode,Limited,1148,0.36,4.53,2.82,4.49,62.5,60
G8416,Pathway2,Skin,Moderate,4404,1.02,6.44,3.92,6.47,60.7,62
G1686,Pathway5,Skin,Moderate,3032,1.01,6.32,4,6.27,63.5,55
G21368,Pathway1,Brain,Noevidence,626,0.36,4.57,2.85,4.59,62.2,53
G22541,Pathway6,Lung,Definitive,10577,3.02,9.11,5.91,9.02,65.2,56
G34137,Pathway3,Blood,Noevidence,854,0.32,4.37,2.73,4.4,62.3,55
G49592,Pathway7,Breast,Moderate,2136,0.72,5.73,3.58,5.77,62.3,57
G28269,Pathway4,Skin,Noevidence,361,0.27,4.14,2.59,4.18,62.3,55
G31310,Pathway1,Liver,Limited,758,0.32,4.42,2.67,4.44,60.3,60
G36340,Pathway4,Kidney,Limited,936,0.32,4.38,2.72,4.35,62.3,58
G25163,Pathway4,Breast,Limited,13736,1.5,7.32,4.55,7.2,62.7,58
G12065,Pathway1,Skin,Limited,5154,1.04,6.61,3.94,6.56,59.8,58
G7651,Pathway4,Liver,Moderate,4269,0.9,6.15,3.79,6.21,61.3,59
G50370,Pathway7,Blood,Noevidence,2249,0.72,5.71,3.58,5.74,62.5,56
G25606,Pathway4,Liver,Noevidence,14474,1.6,7.5,4.65,7.46,62.2,55
G46999,Pathway2,Kidney,Noevidence,1817,0.45,4.96,3.06,4.98,61.6,56
G20452,Pathway3,Breast,Noevidence,8796,1.1,6.69,4.1,6.64,61.5,55
G42714,Pathway3,Brain,Strong,1340,0.56,5.24,3.33,5.29,63.2,56
G5571,Pathway2,Skin,Definitive,3861,1.08,6.43,4.16,6.39,64.9,60
G42935,Pathway6,Liver,Moderate,505,0.36,4.52,2.8,4.57,61.6,58
G26115,Pathway6,Brain,Limited,15392,2.07,8.35,4.95,8.31,59.4,61
G231,Pathway3,Liver,Moderate,2784,0.72,5.69,3.6,5.73,63,54
G3026,Pathway2,Blood,Moderate,3309,0.66,5.6,3.48,5.66,61.8,55
G39097,Pathway6,Kidney,Noevidence,1061,0.41,4.8,2.95,4.77,61.7,56
G9032,Pathway6,Kidney,Noevidence,587,0.27,4.18,2.56,4.2,61.2,56
G33242,Pathway3,Brain,Noevidence,824,0.41,4.77,2.94,4.8,61.4,56
G39976,Pathway6,Blood,Noevidence,1107,0.44,4.92,3.02,4.95,61.2,55
G36074,Pathway1,Brain,Moderate,924,0.4,4.71,2.96,4.67,63.1,61
G2549,Pathway1,Skin,Noevidence,3207,0.83,6,3.74,6.04,62.1,56
G8597,Pathway2,Skin,Limited,4441,1.03,6.46,3.96,6.53,61,60
G49000,Pathway4,Skin,Moderate,2050,0.72,5.83,3.5,5.89,59.7,56
G43942,Pathway5,Breast,Noevidence,516,0.32,4.41,2.73,4.43,61.8,53
G29338,Pathway5,Breast,Limited,698,0.31,4.34,2.69,4.28,62.4,58
G53275,Pathway4,Skin,Moderate,2649,0.81,5.91,3.72,5.96,62.7,56
G16218,Pathway5,Skin,Moderate,6482,1.33,7.04,4.38,6.97,62.5,58
G50019,Pathway3,Brain,Moderate,2196,0.7,5.75,3.46,5.83,59.8,60
G52590,Pathway4,Skin,Definitive,2539,0.96,6.15,4.07,6.04,66.8,61
G10535,Pathway2,Brain,Limited,4805,1,6.4,3.99,6.3,62.8,59
G38380,Pathway3,Breast,Noevidence,1024,0.39,4.7,2.9,4.63,62.2,56
G25407,Pathway7,Brain,Moderate,14125,2.01,8.01,4.97,8.09,61.7,59
G8911,Pathway3,Liver,Strong,4493,0.9,6.1,3.84,6.14,62.7,59
G22374,Pathway5,Liver,Limited,628,0.31,4.36,2.71,4.31,62.5,60
G35492,Pathway2,Liver,Noevidence,904,0.4,4.78,2.92,4.81,60.9,56
G43035,Pathway3,Brain,Limited,1374,0.55,5.34,3.2,5.3,60.1,58
G7371,Pathway3,Skin,Strong,4221,1.01,6.37,4.04,6.39,63.3,57
G3947,Pathway1,Brain,Noevidence,3502,0.71,5.78,3.56,5.82,61.4,55
G31168,Pathway2,Brain,Moderate,755,0.41,4.78,2.9,4.8,60.5,61
G37703,Pathway6,Skin,Moderate,995,0.51,5.09,3.2,5.02,63.3,58
G11546,Pathway1,Blood,Strong,5029,0.86,6.02,3.89,6.12,64.3,53
G18700,Pathway1,Skin,Moderate,619,0.41,4.78,2.87,4.8,59.9,60
G9634,Pathway6,Brain,Noevidence,4638,1.01,6.38,3.96,6.42,61.9,59
G47045,Pathway1,Liver,Limited,1819,0.5,5.13,3.05,5.08,59.7,57
G18610,Pathway3,Liver,Noevidence,7589,1.1,6.68,4.09,6.64,61.4,56
G28942,Pathway4,Kidney,Noevidence,684,0.3,4.26,2.68,4.29,62.7,57
G17702,Pathway4,Brain,Noevidence,612,0.32,4.48,2.71,4.44,60.8,56
G10963,Pathway1,Skin,Limited,4903,1.06,6.59,4.04,6.53,61.6,61
G31666,Pathway3,Lymphnode,Noevidence,768,0.26,4.15,2.55,4.23,60.9,55
G9407,Pathway3,Brain,Limited,4586,1,6.37,3.99,6.32,62.9,57
G49593,Pathway6,Brain,Moderate,2136,0.7,5.63,3.51,5.66,62.2,58
G42736,Pathway2,Brain,Noevidence,1343,0.51,5.09,3.19,5.14,62.4,55
G11824,Pathway6,Skin,Limited,5094,1.33,7.21,4.29,7.15,59.7,59
G43481,Pathway4,Skin,Definitive,1420,0.7,5.41,3.72,5.35,69.3,60
G9199,Pathway5,Liver,Limited,4548,0.94,6.35,3.81,6.32,60.1,59
G2854,Pathway4,Breast,Noevidence,3273,0.73,5.86,3.54,5.9,60.2,56
G34298,Pathway3,Brain,Definitive,857,0.4,4.67,3.01,4.63,64.7,58
G31027,Pathway3,Liver,Limited,749,0.31,4.45,2.62,4.37,59.4,58
G17302,Pathway3,Kidney,Strong,6932,1.01,6.31,4.03,6.36,63.6,60
G22560,Pathway4,Liver,Limited,10609,1.43,7.18,4.46,7.15,62.2,58
G51975,Pathway2,Kidney,Moderate,547,0.26,3.99,2.58,4.03,64.3,57
G9019,Pathway5,Liver,Moderate,4514,1,6.31,3.97,6.22,63.3,60
G721,Pathway2,Breast,Noevidence,556,0.26,4.05,2.53,4.08,62.3,57
G27803,Pathway4,Liver,Noevidence,649,0.37,4.6,2.83,4.64,61.3,57
G18915,Pathway4,Kidney,Limited,7762,1,6.38,3.92,6.35,61.6,61
G38732,Pathway4,Blood,Noevidence,1043,0.4,4.73,2.96,4.75,62.4,54
G39293,Pathway5,Liver,Noevidence,491,0.3,4.31,2.7,4.36,62.3,54
G24197,Pathway7,Skin,Limited,12380,2.03,8.15,5.01,8.12,61.6,58
G10045,Pathway6,Brain,Limited,418,0.31,4.39,2.63,4.44,59.6,58
G918,Pathway4,Skin,Noevidence,2879,0.84,6.08,3.77,6.03,62.3,55
G6302,Pathway4,Liver,Limited,4022,0.9,6.2,3.76,6.13,61,58
G1996,Pathway2,Blood,Noevidence,3097,0.52,5.19,3.21,5.2,61.8,55
G38110,Pathway2,Liver,Limited,1013,0.36,4.59,2.8,4.54,61.3,60
G22645,Pathway5,Liver,Noevidence,10692,1.5,7.27,4.54,7.33,62.2,57
G17392,Pathway1,Skin,Noevidence,612,0.32,4.41,2.69,4.39,61.1,56
G40016,Pathway1,Skin,Moderate,1108,0.51,5.07,3.14,5.14,61.5,59
G23223,Pathway3,Brain,Noevidence,11229,1.53,7.43,4.59,7.38,62,56
G18258,Pathway4,Liver,Noevidence,7415,1.04,6.59,3.99,6.54,60.7,56
G9875,Pathway4,Skin,Strong,4679,1.28,6.78,4.29,6.73,63.6,57
G47707,Pathway2,Liver,Noevidence,1884,0.58,5.33,3.3,5.38,61.6,55
G5397,Pathway1,Skin,Noevidence,574,0.3,4.33,2.68,4.3,62.1,57
G30597,Pathway1,Liver,Limited,734,0.31,4.35,2.65,4.38,60.7,59
G50016,Pathway3,Brain,Moderate,2196,0.7,5.63,3.54,5.67,62.7,57
G8379,Pathway3,Liver,Noevidence,583,0.31,4.32,2.68,4.34,61.9,57
G36290,Pathway4,Brain,Noevidence,477,0.32,4.37,2.69,4.4,61.3,57
G34653,Pathway2,Liver,Limited,872,0.31,4.36,2.63,4.34,60.5,60
G33743,Pathway3,Blood,Noevidence,840,0.31,4.36,2.7,4.4,61.6,55
G30295,Pathway6,Brain,Limited,447,0.34,4.52,2.73,4.55,60.2,59
G48169,Pathway4,Breast,Noevidence,1943,0.57,5.29,3.31,5.31,62.5,54.2
G39711,Pathway1,Brain,Limited,1089,0.44,4.9,3.02,4.86,61.9,59
G19504,Pathway7,Liver,Strong,8134,1.7,7.53,4.77,7.48,63.6,59
G11376,Pathway2,Brain,Noevidence,596,0.34,4.47,2.79,4.51,62.1,55
G29578,Pathway2,Brain,Limited,705,0.41,4.78,2.94,4.82,61.2,59
G38519,Pathway1,Liver,Noevidence,1033,0.34,4.49,2.78,4.46,62.1,55
G2771,Pathway3,Blood,Moderate,3252,0.7,5.7,3.59,5.64,63.3,56
G21735,Pathway6,Liver,Moderate,9802,1.53,7.27,4.58,7.31,62.8,59
G17578,Pathway4,Breast,Noevidence,7078,1.09,6.69,4.06,6.73,60.5,57
G5047,Pathway5,Brain,Noevidence,573,0.31,4.44,2.7,4.36,61.4,55
G6634,Pathway5,Skin,Limited,4088,1,6.57,3.83,6.5,58.6,59
G43294,Pathway1,Skin,Moderate,1401,0.55,5.26,3.16,5.32,59.7,64
G53553,Pathway2,Liver,Noevidence,2693,0.7,5.73,3.57,5.7,62.5,55
G19002,Pathway4,Lymphnode,Limited,7822,1,6.47,3.95,6.39,61.4,59
G17963,Pathway2,Breast,Limited,7260,1,6.41,3.98,6.44,61.9,60
G29018,Pathway4,Kidney,Noevidence,687,0.31,4.36,2.7,4.38,61.8,54
G52167,Pathway4,Skin,Strong,2474,0.81,6.11,3.63,6.15,59.2,64
G15547,Pathway2,Liver,Limited,6232,1.07,6.6,4.1,6.53,62.5,57
G10221,Pathway5,Brain,Moderate,4743,1.01,6.36,3.98,6.34,62.7,58
G6246,Pathway4,Brain,Noevidence,4008,0.9,6.2,3.8,6.29,60.8,58
G12363,Pathway2,Kidney,Moderate,597,0.26,4.07,2.56,4.11,62.6,58
G6654,Pathway4,Liver,Strong,4093,0.9,6.04,3.86,6.1,63.6,59
G22722,Pathway5,Brain,Noevidence,10738,1.58,7.53,4.6,7.46,61.4,56
G5073,Pathway3,Breast,Definitive,3750,0.9,5.96,3.9,5.92,65.7,59
G39179,Pathway1,Liver,Limited,1063,0.35,4.6,2.82,4.51,61.9,58
G10269,Pathway2,Skin,Noevidence,4751,1.01,6.63,3.91,6.59,59.2,56
G23098,Pathway5,Lung,Moderate,11119,2.34,8.44,5.29,8.51,62.4,55.4
G31225,Pathway1,Brain,Strong,756,0.32,4.38,2.78,4.35,63.7,55
G43564,Pathway3,Liver,Noevidence,1431,0.51,5.12,3.21,5.15,62.5,53
G31853,Pathway3,Liver,Noevidence,776,0.3,4.33,2.66,4.3,61.6,57
G5878,Pathway6,Skin,Noevidence,3925,1.03,6.46,4.03,6.5,62.2,57
G38875,Pathway3,Breast,Limited,1050,0.4,4.69,2.92,4.66,62.5,59
G24322,Pathway1,Skin,Limited,12576,2,8.12,4.8,8.06,59.3,62
G50810,Pathway2,Skin,Moderate,2307,0.7,5.62,3.54,5.59,63.2,61
G30718,Pathway3,Brain,Strong,738,0.37,4.59,2.91,4.55,63.7,55
G40682,Pathway2,Brain,Strong,1155,0.5,5.04,3.21,4.99,64,57
G7934,Pathway1,Skin,Strong,4318,1.02,6.34,3.92,6.41,61.5,61
G28064,Pathway2,Brain,Noevidence,660,0.31,4.39,2.69,4.41,61.1,56
G13247,Pathway6,Liver,Limited,5474,1.2,6.77,4.19,6.72,62.1,59
G32586,Pathway2,Blood,Noevidence,801,0.31,4.35,2.72,4.37,62.4,56
G24711,Pathway2,Liver,Limited,639,0.31,4.49,2.59,4.42,58.1,60
G14909,Pathway5,Liver,Moderate,6000,1.2,6.78,4.26,6.68,63.3,57
G34166,Pathway4,Breast,Noevidence,854,0.33,4.48,2.74,4.44,61.4,54
G37831,Pathway1,Liver,Noevidence,1002,0.33,4.48,2.76,4.45,61.8,56
G38781,Pathway5,Lymphnode,Noevidence,1046,0.31,4.41,2.64,4.39,60,57
G47997,Pathway5,Brain,Noevidence,533,0.37,4.67,2.8,4.71,59.7,56
G14071,Pathway1,Brain,Limited,5708,1.04,6.53,4,6.48,61.5,58
G51791,Pathway6,Kidney,Moderate,2415,0.7,5.6,3.54,5.57,63.4,59
G1016,Pathway2,Liver,Noevidence,2901,0.74,5.81,3.59,5.78,61.9,57
